slno,station,agency,state_lgd_code,state,district_lgd_code,district,tehsil,block,village,river,basin,tributary,subtributary,subsubtributary,local_river,latitude,longitude,data_acquisition_time,electric_conductivity_s_cm,colour,odour,turbidity_ntu,temperature_c,total_solids_mg_l,source_file,dissolved_oxygen,bod,ph,temperature,conductivity,nitrate,fecal_coliform,total_coliform,fecal_streptococci,turbidity,cod,total_dissolved_solids,station_name,river_name,sampling_date,month,year,season,available_compliance_label,strict_compliance_label,core_parameter_count,available_compliance_parameters,missing_required_parameters,label_confidence,violation_reasons,violation_count,risk_score,risk_category,risk_confidence
5110,Vijayawada,CWC,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,-,-,-,Krishna,16.50111111,80.625,03-10-2001 08:00,374.0,Clear,odour free,,28.0,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,28.0,374.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
5111,Vijayawada,CWC,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,-,-,-,Krishna,16.50111111,80.625,11-10-2001 08:00,564.0,Clear,odour free,,28.0,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,28.0,564.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
5112,Vijayawada,CWC,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,-,-,-,Krishna,16.50111111,80.625,22-10-2001 08:00,596.0,Clear,odour free,,28.0,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,28.0,596.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
5113,Vijayawada,CWC,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,-,-,-,Krishna,16.50111111,80.625,01-11-2001 08:00,617.0,Clear,odour free,,28.0,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,28.0,617.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
5114,Vijayawada,CWC,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,-,-,-,Krishna,16.50111111,80.625,12-11-2001 08:00,558.0,Clear,odour free,,28.0,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,28.0,558.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
5115,Vijayawada,CWC,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,-,-,-,Krishna,16.50111111,80.625,21-11-2001 08:00,575.0,Clear,odour free,,28.0,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,28.0,575.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
5116,Vijayawada,CWC,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,-,-,-,Krishna,16.50111111,80.625,03-12-2001 08:00,585.0,Clear,odour free,,26.0,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,26.0,585.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
5117,Vijayawada,CWC,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,-,-,-,Krishna,16.50111111,80.625,11-12-2001 08:00,622.0,Clear,rotten egg,,24.0,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,24.0,622.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
5118,Vijayawada,CWC,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,-,-,-,Krishna,16.50111111,80.625,22-12-2001 08:00,639.0,Clear,odour free,,24.0,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,24.0,639.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
5119,Vijayawada,CWC,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,-,-,-,Krishna,16.50111111,80.625,01-01-2002 08:00,576.0,Clear,odour free,,23.0,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,23.0,576.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
5120,Vijayawada,CWC,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,-,-,-,Krishna,16.50111111,80.625,10-01-2002 08:00,1139.0,Clear,odour free,,24.0,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,24.0,1139.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
5121,Vijayawada,CWC,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,-,-,-,Krishna,16.50111111,80.625,21-01-2002 08:00,657.0,Clear,odour free,,28.0,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,28.0,657.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
5122,Vijayawada,CWC,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,-,-,-,Krishna,16.50111111,80.625,01-02-2002 08:00,574.0,Clear,odour free,,27.0,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,27.0,574.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
5123,Vijayawada,CWC,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,-,-,-,Krishna,16.50111111,80.625,12-02-2002 08:00,600.0,Clear,odour free,,28.0,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,28.0,600.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
5124,Vijayawada,CWC,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,-,-,-,Krishna,16.50111111,80.625,01-03-2002 08:00,622.0,Clear,odour free,,30.0,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,30.0,622.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
5125,Vijayawada,CWC,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,-,-,-,Krishna,16.50111111,80.625,13-03-2002 08:00,605.0,Clear,odour free,,30.0,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,30.0,605.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
5126,Vijayawada,CWC,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,-,-,-,Krishna,16.50111111,80.625,22-03-2002 08:00,575.0,Clear,odour free,,31.0,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,31.0,575.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
5127,Vijayawada,CWC,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,-,-,-,Krishna,16.50111111,80.625,01-04-2002 08:00,582.0,Clear,odour free,,31.0,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,31.0,582.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
5128,Vijayawada,CWC,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,-,-,-,Krishna,16.50111111,80.625,11-04-2002 08:00,548.0,Clear,odour free,,31.0,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,31.0,548.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
5129,Vijayawada,CWC,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,-,-,-,Krishna,16.50111111,80.625,22-04-2002 08:00,574.0,Clear,odour free,,31.0,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,31.0,574.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
5130,Vijayawada,CWC,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,-,-,-,Krishna,16.50111111,80.625,01-05-2002 08:00,663.0,Clear,odour free,,32.0,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,32.0,663.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
5131,Vijayawada,CWC,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,-,-,-,Krishna,16.50111111,80.625,13-05-2002 08:00,397.0,Clear,odour free,,35.0,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,35.0,397.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
5132,Vijayawada,CWC,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,-,-,-,Krishna,16.50111111,80.625,22-05-2002 08:00,436.0,Clear,odour free,,34.0,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,34.0,436.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
5133,Vijayawada,CWC,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,-,-,-,Krishna,16.50111111,80.625,03-06-2002 08:00,624.0,Clear,odour free,,30.0,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,30.0,624.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
5134,Vijayawada,CWC,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,-,-,-,Krishna,16.50111111,80.625,11-06-2002 08:00,612.0,Clear,odour free,,31.0,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,31.0,612.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
5135,Vijayawada,CWC,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,-,-,-,Krishna,16.50111111,80.625,21-06-2002 08:00,783.0,Clear,odour free,,27.0,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,27.0,783.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
5136,Vijayawada,CWC,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,-,-,-,Krishna,16.50111111,80.625,01-08-2002 08:00,623.0,Clear,odour free,,28.0,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,28.0,623.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
5137,Vijayawada,CWC,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,-,-,-,Krishna,16.50111111,80.625,12-08-2002 08:00,520.0,Clear,odour free,,26.0,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,26.0,520.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
5138,Vijayawada,CWC,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,-,-,-,Krishna,16.50111111,80.625,21-08-2002 08:00,569.0,Clear,odour free,,30.0,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,30.0,569.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
5139,Vijayawada,CWC,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,-,-,-,Krishna,16.50111111,80.625,02-09-2002 08:00,453.0,Clear,odour free,,29.0,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,29.0,453.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
5140,Vijayawada,CWC,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,-,-,-,Krishna,16.50111111,80.625,11-09-2002 08:00,559.0,Clear,odour free,,26.0,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,26.0,559.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
5141,Vijayawada,CWC,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,-,-,-,Krishna,16.50111111,80.625,20-09-2002 08:00,472.0,Clear,odour free,,32.0,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,32.0,472.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
5142,Vijayawada,CWC,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,-,-,-,Krishna,16.50111111,80.625,03-10-2002 08:00,623.0,Clear,odour free,,32.0,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,32.0,623.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
5143,Vijayawada,CWC,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,-,-,-,Krishna,16.50111111,80.625,10-10-2002 08:00,550.0,Clear,odour free,,28.0,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,28.0,550.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
5144,Vijayawada,CWC,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,-,-,-,Krishna,16.50111111,80.625,21-10-2002 08:00,556.0,Clear,odour free,,30.0,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,30.0,556.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
5145,Vijayawada,CWC,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,-,-,-,Krishna,16.50111111,80.625,01-11-2002 08:00,549.0,Clear,odour free,,27.0,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,27.0,549.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
5146,Vijayawada,CWC,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,-,-,-,Krishna,16.50111111,80.625,11-11-2002 08:00,653.0,Clear,odour free,,29.0,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,29.0,653.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
5147,Vijayawada,CWC,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,-,-,-,Krishna,16.50111111,80.625,21-11-2002 08:00,546.0,Clear,odour free,,28.0,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,28.0,546.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
5148,Vijayawada,CWC,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,-,-,-,Krishna,16.50111111,80.625,02-12-2002 08:00,559.0,Clear,odour free,,27.0,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,27.0,559.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
5149,Vijayawada,CWC,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,-,-,-,Krishna,16.50111111,80.625,11-12-2002 08:00,548.0,Clear,odour free,,26.0,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,26.0,548.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
5150,Vijayawada,CWC,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,-,-,-,Krishna,16.50111111,80.625,20-12-2002 08:00,520.0,Clear,odour free,,25.0,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,25.0,520.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
5151,Vijayawada,CWC,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,-,-,-,Krishna,16.50111111,80.625,02-01-2003 08:00,,Clear,odour free,,26.0,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,26.0,,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
5152,Vijayawada,CWC,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,-,-,-,Krishna,16.50111111,80.625,15-01-2003 08:00,,Clear,odour free,,25.0,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,25.0,,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
5153,Vijayawada,CWC,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,-,-,-,Krishna,16.50111111,80.625,21-01-2003 08:00,,Clear,odour free,,25.0,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,25.0,,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
5154,Vijayawada,CWC,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,-,-,-,Krishna,16.50111111,80.625,03-02-2003 08:00,,Clear,odour free,,26.0,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,26.0,,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
5155,Vijayawada,CWC,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,-,-,-,Krishna,16.50111111,80.625,11-02-2003 08:00,,Clear,odour free,,24.0,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,24.0,,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
5156,Vijayawada,CWC,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,-,-,-,Krishna,16.50111111,80.625,21-02-2003 08:00,,Clear,odour free,,26.0,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,26.0,,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
5157,Vijayawada,CWC,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,-,-,-,Krishna,16.50111111,80.625,03-03-2003 08:00,,Clear,odour free,,34.0,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,34.0,,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
5158,Vijayawada,CWC,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,-,-,-,Krishna,16.50111111,80.625,11-03-2003 08:00,,Clear,odour free,,29.0,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,29.0,,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
5159,Vijayawada,CWC,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,-,-,-,Krishna,16.50111111,80.625,21-03-2003 08:00,,Clear,odour free,,32.0,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,32.0,,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
5160,Vijayawada,CWC,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,-,-,-,Krishna,16.50111111,80.625,03-04-2003 08:00,677.0,Clear,odour free,,32.0,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,32.0,677.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
5161,Vijayawada,CWC,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,-,-,-,Krishna,16.50111111,80.625,16-04-2003 08:00,682.0,Clear,odour free,,32.0,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,32.0,682.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
5162,Vijayawada,CWC,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,-,-,-,Krishna,16.50111111,80.625,25-04-2003 08:00,608.0,Clear,odour free,,32.0,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,32.0,608.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
5163,Vijayawada,CWC,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,-,-,-,Krishna,16.50111111,80.625,01-05-2003 08:00,600.0,Clear,odour free,,34.0,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,34.0,600.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
5164,Vijayawada,CWC,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,-,-,-,Krishna,16.50111111,80.625,13-05-2003 08:00,610.0,Clear,odour free,,32.0,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,32.0,610.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
5165,Vijayawada,CWC,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,-,-,-,Krishna,16.50111111,80.625,22-05-2003 08:00,685.0,Clear,odour free,,34.0,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,34.0,685.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
5166,Vijayawada,CWC,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,-,-,-,Krishna,16.50111111,80.625,02-06-2003 08:00,908.0,Clear,odour free,,36.0,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,36.0,908.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
5167,Vijayawada,CWC,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,-,-,-,Krishna,16.50111111,80.625,12-06-2003 08:00,850.0,Clear,odour free,,28.0,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,28.0,850.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
5168,Vijayawada,CWC,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,-,-,-,Krishna,16.50111111,80.625,23-06-2003 08:00,625.0,Clear,odour free,,27.0,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,27.0,625.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
5169,Vijayawada,CWC,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,-,-,-,Krishna,16.50111111,80.625,01-07-2003 08:00,698.0,Clear,odour free,,30.0,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,30.0,698.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
5170,Vijayawada,CWC,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,-,-,-,Krishna,16.50111111,80.625,10-07-2003 08:00,714.0,Clear,odour free,,27.0,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,27.0,714.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
5171,Vijayawada,CWC,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,-,-,-,Krishna,16.50111111,80.625,21-07-2003 08:00,769.0,Clear,odour free,,28.0,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,28.0,769.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
5172,Vijayawada,CWC,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,-,-,-,Krishna,16.50111111,80.625,01-08-2003 08:00,683.0,Clear,odour free,,28.0,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,28.0,683.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
