slno,station,agency,state_lgd_code,state,district_lgd_code,district,tehsil,block,village,river,basin,tributary,subtributary,subsubtributary,local_river,latitude,longitude,data_acquisition_time,biochemical_oxygen_demand_mg_l,chemical_oxygen_demand_mg_l,fecal_coliform_mpn_100ml,total_coliform_mpn_100ml,source_file,dissolved_oxygen,bod,ph,temperature,conductivity,nitrate,fecal_coliform,total_coliform,fecal_streptococci,turbidity,cod,total_dissolved_solids,station_name,river_name,sampling_date,month,year,season,available_compliance_label,strict_compliance_label,core_parameter_count,available_compliance_parameters,missing_required_parameters,label_confidence,violation_reasons,violation_count,risk_score,risk_category,risk_confidence
1061,Polavaram site,CWC,28,Andhra Pradesh,748,ELURU,-,POLAVARAM,Polavaram,Godavari,Godavari,-,-,-,Godavari,17.24583333,81.65972222,21-09-2022 08:10,1.6,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,1.6,,,,,,,,,1.6,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
1062,Polavaram site,CWC,28,Andhra Pradesh,748,ELURU,-,POLAVARAM,Polavaram,Godavari,Godavari,-,-,-,Godavari,17.24583333,81.65972222,03-10-2022 08:00,1.7,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,1.7,,,,,,,,,1.7,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
1063,Polavaram site,CWC,28,Andhra Pradesh,748,ELURU,-,POLAVARAM,Polavaram,Godavari,Godavari,-,-,-,Godavari,17.24583333,81.65972222,11-10-2022 08:00,1.5,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,1.5,,,,,,,,,1.5,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
1064,Polavaram site,CWC,28,Andhra Pradesh,748,ELURU,-,POLAVARAM,Polavaram,Godavari,Godavari,-,-,-,Godavari,17.24583333,81.65972222,21-10-2022 08:00,1.0,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,1.0,,,,,,,,,1.0,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
1065,Polavaram site,CWC,28,Andhra Pradesh,748,ELURU,-,POLAVARAM,Polavaram,Godavari,Godavari,-,-,-,Godavari,17.24583333,81.65972222,01-11-2022 08:00,1.2,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,1.2,,,,,,,,,1.2,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
1066,Polavaram site,CWC,28,Andhra Pradesh,748,ELURU,-,POLAVARAM,Polavaram,Godavari,Godavari,-,-,-,Godavari,17.24583333,81.65972222,10-11-2022 08:00,2.9,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,2.9,,,,,,,,,2.9,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
1067,Polavaram site,CWC,28,Andhra Pradesh,748,ELURU,-,POLAVARAM,Polavaram,Godavari,Godavari,-,-,-,Godavari,17.24583333,81.65972222,21-11-2022 08:30,2.3,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,2.3,,,,,,,,,2.3,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
1068,Polavaram site,CWC,28,Andhra Pradesh,748,ELURU,-,POLAVARAM,Polavaram,Godavari,Godavari,-,-,-,Godavari,17.24583333,81.65972222,01-12-2022 08:00,1.5,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,1.5,,,,,,,,,1.5,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
1069,Polavaram site,CWC,28,Andhra Pradesh,748,ELURU,-,POLAVARAM,Polavaram,Godavari,Godavari,-,-,-,Godavari,17.24583333,81.65972222,12-12-2022 08:00,2.4,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,2.4,,,,,,,,,2.4,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
1070,Singavaram,CWC,28,Andhra Pradesh,502,ANANTAPUR,YELLANUR,-,-,Pennar,Pennar,Chitravathi,-,-,Chitravathi,14.59777778,78.01333333,02-01-2021 08:00,0.98,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,0.98,,,,,,,,,0.98,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
1071,Singavaram,CWC,28,Andhra Pradesh,502,ANANTAPUR,YELLANUR,-,-,Pennar,Pennar,Chitravathi,-,-,Chitravathi,14.59777778,78.01333333,13-10-2021 08:00,1.61,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,1.61,,,,,,,,,1.61,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
1072,Singavaram,CWC,28,Andhra Pradesh,502,ANANTAPUR,YELLANUR,-,-,Pennar,Pennar,Chitravathi,-,-,Chitravathi,14.59777778,78.01333333,21-10-2021 08:00,0.8,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,0.8,,,,,,,,,0.8,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
1073,Singavaram,CWC,28,Andhra Pradesh,502,ANANTAPUR,YELLANUR,-,-,Pennar,Pennar,Chitravathi,-,-,Chitravathi,14.59777778,78.01333333,01-11-2021 08:00,1.19,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,1.19,,,,,,,,,1.19,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
1074,Singavaram,CWC,28,Andhra Pradesh,502,ANANTAPUR,YELLANUR,-,-,Pennar,Pennar,Chitravathi,-,-,Chitravathi,14.59777778,78.01333333,22-11-2021 08:00,1.39,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,1.39,,,,,,,,,1.39,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
1075,Singavaram,CWC,28,Andhra Pradesh,502,ANANTAPUR,YELLANUR,-,-,Pennar,Pennar,Chitravathi,-,-,Chitravathi,14.59777778,78.01333333,01-12-2021 08:00,1.57,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,1.57,,,,,,,,,1.57,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
1076,Singavaram,CWC,28,Andhra Pradesh,502,ANANTAPUR,YELLANUR,-,-,Pennar,Pennar,Chitravathi,-,-,Chitravathi,14.59777778,78.01333333,11-12-2021 08:00,1.38,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,1.38,,,,,,,,,1.38,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
1077,Singavaram,CWC,28,Andhra Pradesh,502,ANANTAPUR,YELLANUR,-,-,Pennar,Pennar,Chitravathi,-,-,Chitravathi,14.59777778,78.01333333,21-12-2021 08:00,1.38,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,1.38,,,,,,,,,1.38,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
1078,Singavaram,CWC,28,Andhra Pradesh,502,ANANTAPUR,YELLANUR,-,-,Pennar,Pennar,Chitravathi,-,-,Chitravathi,14.59777778,78.01333333,01-01-2022 08:00,0.6,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,0.6,,,,,,,,,0.6,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
1079,Singavaram,CWC,28,Andhra Pradesh,502,ANANTAPUR,YELLANUR,-,-,Pennar,Pennar,Chitravathi,-,-,Chitravathi,14.59777778,78.01333333,11-01-2022 08:00,1.39,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,1.39,,,,,,,,,1.39,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
1080,Singavaram,CWC,28,Andhra Pradesh,502,ANANTAPUR,YELLANUR,-,-,Pennar,Pennar,Chitravathi,-,-,Chitravathi,14.59777778,78.01333333,21-01-2022 08:00,0.79,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,0.79,,,,,,,,,0.79,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
1081,Singavaram,CWC,28,Andhra Pradesh,502,ANANTAPUR,YELLANUR,-,-,Pennar,Pennar,Chitravathi,-,-,Chitravathi,14.59777778,78.01333333,01-02-2022 08:00,1.2,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,1.2,,,,,,,,,1.2,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
1082,Singavaram,CWC,28,Andhra Pradesh,502,ANANTAPUR,YELLANUR,-,-,Pennar,Pennar,Chitravathi,-,-,Chitravathi,14.59777778,78.01333333,11-02-2022 08:00,1.6,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,1.6,,,,,,,,,1.6,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
1083,Singavaram,CWC,28,Andhra Pradesh,502,ANANTAPUR,YELLANUR,-,-,Pennar,Pennar,Chitravathi,-,-,Chitravathi,14.59777778,78.01333333,21-02-2022 08:00,1.0,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,1.0,,,,,,,,,1.0,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
1084,Singavaram,CWC,28,Andhra Pradesh,502,ANANTAPUR,YELLANUR,-,-,Pennar,Pennar,Chitravathi,-,-,Chitravathi,14.59777778,78.01333333,01-09-2022 08:00,1.2,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,1.2,,,,,,,,,1.2,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
1085,Singavaram,CWC,28,Andhra Pradesh,502,ANANTAPUR,YELLANUR,-,-,Pennar,Pennar,Chitravathi,-,-,Chitravathi,14.59777778,78.01333333,12-09-2022 08:00,2.8,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,2.8,,,,,,,,,2.8,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
1086,Singavaram,CWC,28,Andhra Pradesh,502,ANANTAPUR,YELLANUR,-,-,Pennar,Pennar,Chitravathi,-,-,Chitravathi,14.59777778,78.01333333,21-09-2022 08:00,1.2,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,1.2,,,,,,,,,1.2,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
1087,Singavaram,CWC,28,Andhra Pradesh,502,ANANTAPUR,YELLANUR,-,-,Pennar,Pennar,Chitravathi,-,-,Chitravathi,14.59777778,78.01333333,01-10-2022 08:00,2.0,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,2.0,,,,,,,,,2.0,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
1088,Singavaram,CWC,28,Andhra Pradesh,502,ANANTAPUR,YELLANUR,-,-,Pennar,Pennar,Chitravathi,-,-,Chitravathi,14.59777778,78.01333333,11-10-2022 08:00,2.6,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,2.6,,,,,,,,,2.6,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
1089,Singavaram,CWC,28,Andhra Pradesh,502,ANANTAPUR,YELLANUR,-,-,Pennar,Pennar,Chitravathi,-,-,Chitravathi,14.59777778,78.01333333,21-10-2022 08:00,2.4,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,2.4,,,,,,,,,2.4,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
1090,Singavaram,CWC,28,Andhra Pradesh,502,ANANTAPUR,YELLANUR,-,-,Pennar,Pennar,Chitravathi,-,-,Chitravathi,14.59777778,78.01333333,01-11-2022 08:00,2.6,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,2.6,,,,,,,,,2.6,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
1091,Singavaram,CWC,28,Andhra Pradesh,502,ANANTAPUR,YELLANUR,-,-,Pennar,Pennar,Chitravathi,-,-,Chitravathi,14.59777778,78.01333333,11-11-2022 08:00,2.8,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,2.8,,,,,,,,,2.8,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
1092,Singavaram,CWC,28,Andhra Pradesh,502,ANANTAPUR,YELLANUR,-,-,Pennar,Pennar,Chitravathi,-,-,Chitravathi,14.59777778,78.01333333,21-11-2022 08:00,1.8,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,1.8,,,,,,,,,1.8,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
1093,Singavaram,CWC,28,Andhra Pradesh,502,ANANTAPUR,YELLANUR,-,-,Pennar,Pennar,Chitravathi,-,-,Chitravathi,14.59777778,78.01333333,23-09-2023 08:00,2.4,,110.0,700.0,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,2.4,,,,,110.0,700.0,,,2.4,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
1094,Singavaram,CWC,28,Andhra Pradesh,502,ANANTAPUR,YELLANUR,-,-,Pennar,Pennar,Chitravathi,-,-,Chitravathi,14.59777778,78.01333333,03-10-2023 08:00,1.4,,140.0,3500.0,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,1.4,,,,,140.0,3500.0,,,1.4,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
1095,Singavaram,CWC,28,Andhra Pradesh,502,ANANTAPUR,YELLANUR,-,-,Pennar,Pennar,Chitravathi,-,-,Chitravathi,14.59777778,78.01333333,11-10-2023 08:00,1.2,,170.0,3500.0,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,1.2,,,,,170.0,3500.0,,,1.2,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
1096,Srikakulam,CWC,28,Andhra Pradesh,519,SRIKAKULAM,SRIKAKULAM,-,-,Nagavali,East flowing rivers between Mahanadi and Pennar,-,-,-,Nagavali,18.31333333,83.88416667,02-01-2021 09:16,0.94,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,0.94,,,,,,,,,0.94,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
1097,Srikakulam,CWC,28,Andhra Pradesh,519,SRIKAKULAM,SRIKAKULAM,-,-,Nagavali,East flowing rivers between Mahanadi and Pennar,-,-,-,Nagavali,18.31333333,83.88416667,02-02-2021 09:24,2.78,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,2.78,,,,,,,,,2.78,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
1098,Srikakulam,CWC,28,Andhra Pradesh,519,SRIKAKULAM,SRIKAKULAM,-,-,Nagavali,East flowing rivers between Mahanadi and Pennar,-,-,-,Nagavali,18.31333333,83.88416667,02-03-2021 09:14,0.79,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,0.79,,,,,,,,,0.79,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
1099,Srikakulam,CWC,28,Andhra Pradesh,519,SRIKAKULAM,SRIKAKULAM,-,-,Nagavali,East flowing rivers between Mahanadi and Pennar,-,-,-,Nagavali,18.31333333,83.88416667,01-04-2021 08:32,0.73,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,0.73,,,,,,,,,0.73,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
1100,Srikakulam,CWC,28,Andhra Pradesh,519,SRIKAKULAM,SRIKAKULAM,-,-,Nagavali,East flowing rivers between Mahanadi and Pennar,-,-,-,Nagavali,18.31333333,83.88416667,01-05-2021 08:51,0.97,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,0.97,,,,,,,,,0.97,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
1101,Srikakulam,CWC,28,Andhra Pradesh,519,SRIKAKULAM,SRIKAKULAM,-,-,Nagavali,East flowing rivers between Mahanadi and Pennar,-,-,-,Nagavali,18.31333333,83.88416667,01-06-2021 09:17,0.39,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,0.39,,,,,,,,,0.39,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
1102,Srikakulam,CWC,28,Andhra Pradesh,519,SRIKAKULAM,SRIKAKULAM,-,-,Nagavali,East flowing rivers between Mahanadi and Pennar,-,-,-,Nagavali,18.31333333,83.88416667,11-06-2021 08:10,0.42,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,0.42,,,,,,,,,0.42,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
1103,Srikakulam,CWC,28,Andhra Pradesh,519,SRIKAKULAM,SRIKAKULAM,-,-,Nagavali,East flowing rivers between Mahanadi and Pennar,-,-,-,Nagavali,18.31333333,83.88416667,21-06-2021 09:22,0.31,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,0.31,,,,,,,,,0.31,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
1104,Srikakulam,CWC,28,Andhra Pradesh,519,SRIKAKULAM,SRIKAKULAM,-,-,Nagavali,East flowing rivers between Mahanadi and Pennar,-,-,-,Nagavali,18.31333333,83.88416667,01-07-2021 08:54,1.69,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,1.69,,,,,,,,,1.69,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
1105,Srikakulam,CWC,28,Andhra Pradesh,519,SRIKAKULAM,SRIKAKULAM,-,-,Nagavali,East flowing rivers between Mahanadi and Pennar,-,-,-,Nagavali,18.31333333,83.88416667,13-07-2021 08:47,1.63,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,1.63,,,,,,,,,1.63,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
1106,Srikakulam,CWC,28,Andhra Pradesh,519,SRIKAKULAM,SRIKAKULAM,-,-,Nagavali,East flowing rivers between Mahanadi and Pennar,-,-,-,Nagavali,18.31333333,83.88416667,22-07-2021 08:00,0.99,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,0.99,,,,,,,,,0.99,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
1107,Srikakulam,CWC,28,Andhra Pradesh,519,SRIKAKULAM,SRIKAKULAM,-,-,Nagavali,East flowing rivers between Mahanadi and Pennar,-,-,-,Nagavali,18.31333333,83.88416667,02-08-2021 09:16,1.01,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,1.01,,,,,,,,,1.01,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
1108,Srikakulam,CWC,28,Andhra Pradesh,519,SRIKAKULAM,SRIKAKULAM,-,-,Nagavali,East flowing rivers between Mahanadi and Pennar,-,-,-,Nagavali,18.31333333,83.88416667,11-08-2021 09:53,2.1,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,2.1,,,,,,,,,2.1,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
1109,Srikakulam,CWC,28,Andhra Pradesh,519,SRIKAKULAM,SRIKAKULAM,-,-,Nagavali,East flowing rivers between Mahanadi and Pennar,-,-,-,Nagavali,18.31333333,83.88416667,21-08-2021 09:32,0.56,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,0.56,,,,,,,,,0.56,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
1110,Srikakulam,CWC,28,Andhra Pradesh,519,SRIKAKULAM,SRIKAKULAM,-,-,Nagavali,East flowing rivers between Mahanadi and Pennar,-,-,-,Nagavali,18.31333333,83.88416667,01-09-2021 08:13,1.47,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,1.47,,,,,,,,,1.47,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
1111,Srikakulam,CWC,28,Andhra Pradesh,519,SRIKAKULAM,SRIKAKULAM,-,-,Nagavali,East flowing rivers between Mahanadi and Pennar,-,-,-,Nagavali,18.31333333,83.88416667,11-09-2021 08:39,1.5,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,1.5,,,,,,,,,1.5,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
1112,Srikakulam,CWC,28,Andhra Pradesh,519,SRIKAKULAM,SRIKAKULAM,-,-,Nagavali,East flowing rivers between Mahanadi and Pennar,-,-,-,Nagavali,18.31333333,83.88416667,21-09-2021 09:45,2.16,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,2.16,,,,,,,,,2.16,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
1113,Srikakulam,CWC,28,Andhra Pradesh,519,SRIKAKULAM,SRIKAKULAM,-,-,Nagavali,East flowing rivers between Mahanadi and Pennar,-,-,-,Nagavali,18.31333333,83.88416667,01-10-2021 09:11,1.71,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,1.71,,,,,,,,,1.71,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
1114,Srikakulam,CWC,28,Andhra Pradesh,519,SRIKAKULAM,SRIKAKULAM,-,-,Nagavali,East flowing rivers between Mahanadi and Pennar,-,-,-,Nagavali,18.31333333,83.88416667,11-10-2021 09:41,2.1,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,2.1,,,,,,,,,2.1,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
1115,Srikakulam,CWC,28,Andhra Pradesh,519,SRIKAKULAM,SRIKAKULAM,-,-,Nagavali,East flowing rivers between Mahanadi and Pennar,-,-,-,Nagavali,18.31333333,83.88416667,21-10-2021 09:35,2.02,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,2.02,,,,,,,,,2.02,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
1116,Srikakulam,CWC,28,Andhra Pradesh,519,SRIKAKULAM,SRIKAKULAM,-,-,Nagavali,East flowing rivers between Mahanadi and Pennar,-,-,-,Nagavali,18.31333333,83.88416667,01-11-2021 08:16,1.35,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,1.35,,,,,,,,,1.35,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
1117,Srikakulam,CWC,28,Andhra Pradesh,519,SRIKAKULAM,SRIKAKULAM,-,-,Nagavali,East flowing rivers between Mahanadi and Pennar,-,-,-,Nagavali,18.31333333,83.88416667,11-11-2021 08:00,0.98,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,0.98,,,,,,,,,0.98,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
1118,Srikakulam,CWC,28,Andhra Pradesh,519,SRIKAKULAM,SRIKAKULAM,-,-,Nagavali,East flowing rivers between Mahanadi and Pennar,-,-,-,Nagavali,18.31333333,83.88416667,21-11-2021 08:25,0.17,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,0.17,,,,,,,,,0.17,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
1119,Srikakulam,CWC,28,Andhra Pradesh,519,SRIKAKULAM,SRIKAKULAM,-,-,Nagavali,East flowing rivers between Mahanadi and Pennar,-,-,-,Nagavali,18.31333333,83.88416667,01-12-2021 09:55,2.51,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,2.51,,,,,,,,,2.51,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
1120,Srikakulam,CWC,28,Andhra Pradesh,519,SRIKAKULAM,SRIKAKULAM,-,-,Nagavali,East flowing rivers between Mahanadi and Pennar,-,-,-,Nagavali,18.31333333,83.88416667,11-12-2021 09:14,3.71,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,3.71,,,,,,,,,3.71,,,,,,,,Non-Compliant,Insufficient_Data,1,BOD,"DO, pH",Low,BOD (3.71 > 3),1,1.51,Low Risk,Low
