station_name,river_name,state,district,month,predicted_compliance_label,predicted_non_compliance_probability,risk_score,risk_category,violation_reasons,label_confidence,top_5_model_drivers,rule_based_explanation,final_human_readable_explanation
"Mula - Mutha river at Mundhawa bridge,Village. Mundhawa,Taluka. Haweli,District. Pune.",River,,Pune,Aug,Non-Compliant,1.0,15.29,Low Risk,DO (4.1 < 5); BOD (12.5 > 3),High,"['dissolved_oxygen', 'bod', 'ph', 'temperature', 'conductivity']",Non-compliant because DO is 4.10 mg/L (below 5); BOD is 12.50 mg/L (above 3). Risk category: Low Risk.,"Station Mula - Mutha river at Mundhawa bridge,Village. Mundhawa,Taluka. Haweli,District. Pune. is predicted Non-Compliant. Non-compliant because DO is 4.10 mg/L (below 5); BOD is 12.50 mg/L (above 3). Risk category: Low Risk. Top model drivers: dissolved_oxygen, bod, ph, temperature, conductivity."
"Mula river at Aundh bridge, Village. Aundhgaon,Taluka. Haweli, District. Pune.",Mula,,Pune,Aug,Non-Compliant,1.0,10.77,Low Risk,DO (4.1 < 5); BOD (7.2 > 3),High,"['dissolved_oxygen', 'bod', 'ph', 'temperature', 'conductivity']",Non-compliant because DO is 4.10 mg/L (below 5); BOD is 7.20 mg/L (above 3). Risk category: Low Risk.,"Station Mula river at Aundh bridge, Village. Aundhgaon,Taluka. Haweli, District. Pune. is predicted Non-Compliant. Non-compliant because DO is 4.10 mg/L (below 5); BOD is 7.20 mg/L (above 3). Risk category: Low Risk. Top model drivers: dissolved_oxygen, bod, ph, temperature, conductivity."
"Mula river at Harrison bridge near Mula.Pawana sangam, Village. Bopodi,Taluka. Haweli, District. Pune.",Mula,,Pune,Aug,Non-Compliant,1.0,8.2,Low Risk,DO (4.4 < 5); BOD (7.0 > 3),High,"['dissolved_oxygen', 'bod', 'ph', 'temperature', 'conductivity']",Non-compliant because DO is 4.40 mg/L (below 5); BOD is 7.00 mg/L (above 3). Risk category: Low Risk.,"Station Mula river at Harrison bridge near Mula.Pawana sangam, Village. Bopodi,Taluka. Haweli, District. Pune. is predicted Non-Compliant. Non-compliant because DO is 4.40 mg/L (below 5); BOD is 7.00 mg/L (above 3). Risk category: Low Risk. Top model drivers: dissolved_oxygen, bod, ph, temperature, conductivity."
"Nira river at D/s of Jubilant Organosis,  Village. Nimbut, Taluka. Baramati, District. Pune.",Nira,,Pune,Aug,Non-Compliant,1.0,1.7,Low Risk,BOD (5.0 > 3),High,"['bod', 'dissolved_oxygen', 'ph', 'temperature', 'conductivity']",Non-compliant because BOD is 5.00 mg/L (above 3). Risk category: Low Risk.,"Station Nira river at D/s of Jubilant Organosis,  Village. Nimbut, Taluka. Baramati, District. Pune. is predicted Non-Compliant. Non-compliant because BOD is 5.00 mg/L (above 3). Risk category: Low Risk. Top model drivers: bod, dissolved_oxygen, ph, temperature, conductivity."
"Nira river at U/s of Jubilant Organosis, Village. Nira (Dattaghat),Taluka. Baramati, District. Pune.",Nira,,Pune,Aug,Non-Compliant,1.0,0.68,Low Risk,BOD (3.8 > 3),High,"['bod', 'dissolved_oxygen', 'ph', 'temperature', 'conductivity']",Non-compliant because BOD is 3.80 mg/L (above 3). Risk category: Low Risk.,"Station Nira river at U/s of Jubilant Organosis, Village. Nira (Dattaghat),Taluka. Baramati, District. Pune. is predicted Non-Compliant. Non-compliant because BOD is 3.80 mg/L (above 3). Risk category: Low Risk. Top model drivers: bod, dissolved_oxygen, ph, temperature, conductivity."
"Bhima river. Backwater of Ujani Dam, near raw water pump house, Village. Kumbargaon, Taluka. Indapur, District. Pune.",Bhima,,Pune,Aug,Non-Compliant,1.0,8.26,Low Risk,DO (4.5 < 5); BOD (8.0 > 3),High,"['dissolved_oxygen', 'bod', 'ph', 'temperature', 'conductivity']",Non-compliant because DO is 4.50 mg/L (below 5); BOD is 8.00 mg/L (above 3). Risk category: Low Risk.,"Station Bhima river. Backwater of Ujani Dam, near raw water pump house, Village. Kumbargaon, Taluka. Indapur, District. Pune. is predicted Non-Compliant. Non-compliant because DO is 4.50 mg/L (below 5); BOD is 8.00 mg/L (above 3). Risk category: Low Risk. Top model drivers: dissolved_oxygen, bod, ph, temperature, conductivity."
"Mutha river near Veer Savarkar Bhavan, Village. Pune  M.C, Taluka. Pune, District .Pune.",Mutha,,Pune,Aug,Non-Compliant,1.0,43.68,Moderate Risk,DO (2.2 < 5); BOD (28.0 > 3),High,"['dissolved_oxygen', 'bod', 'ph', 'temperature', 'conductivity']",Non-compliant because DO is 2.20 mg/L (below 5); BOD is 28.00 mg/L (above 3). Risk category: Moderate Risk.,"Station Mutha river near Veer Savarkar Bhavan, Village. Pune  M.C, Taluka. Pune, District .Pune. is predicted Non-Compliant. Non-compliant because DO is 2.20 mg/L (below 5); BOD is 28.00 mg/L (above 3). Risk category: Moderate Risk. Top model drivers: dissolved_oxygen, bod, ph, temperature, conductivity."
"Mutha river at Deccan bridge, Village. Deccan,Taluka. Pune, District. Pune.",Mutha,,Pune,Aug,Non-Compliant,1.0,44.48,Moderate Risk,DO (2.1 < 5); BOD (28.0 > 3),High,"['dissolved_oxygen', 'bod', 'ph', 'temperature', 'conductivity']",Non-compliant because DO is 2.10 mg/L (below 5); BOD is 28.00 mg/L (above 3). Risk category: Moderate Risk.,"Station Mutha river at Deccan bridge, Village. Deccan,Taluka. Pune, District. Pune. is predicted Non-Compliant. Non-compliant because DO is 2.10 mg/L (below 5); BOD is 28.00 mg/L (above 3). Risk category: Moderate Risk. Top model drivers: dissolved_oxygen, bod, ph, temperature, conductivity."
"Bhima river at Pune (Mutha river) at U/s of Vithalwadi near Shankar Mandir, Village. Vithalwadi, Taluka. Haweli, District. Pune.",Bhima,,Pune,Aug,Non-Compliant,1.0,49.17,Moderate Risk,DO (1.3 < 5); BOD (26.0 > 3),High,"['dissolved_oxygen', 'bod', 'ph', 'temperature', 'conductivity']",Non-compliant because DO is 1.30 mg/L (below 5); BOD is 26.00 mg/L (above 3). Risk category: Moderate Risk.,"Station Bhima river at Pune (Mutha river) at U/s of Vithalwadi near Shankar Mandir, Village. Vithalwadi, Taluka. Haweli, District. Pune. is predicted Non-Compliant. Non-compliant because DO is 1.30 mg/L (below 5); BOD is 26.00 mg/L (above 3). Risk category: Moderate Risk. Top model drivers: dissolved_oxygen, bod, ph, temperature, conductivity."
"Bhima river at D/s of Bundgarden, Village . Yerwada,Taluka. Haweli, District. Pune.",Bhima,,Pune,Aug,Non-Compliant,1.0,17.31,Low Risk,DO (3.9 < 5); BOD (13.0 > 3),High,"['dissolved_oxygen', 'bod', 'ph', 'temperature', 'conductivity']",Non-compliant because DO is 3.90 mg/L (below 5); BOD is 13.00 mg/L (above 3). Risk category: Low Risk.,"Station Bhima river at D/s of Bundgarden, Village . Yerwada,Taluka. Haweli, District. Pune. is predicted Non-Compliant. Non-compliant because DO is 3.90 mg/L (below 5); BOD is 13.00 mg/L (above 3). Risk category: Low Risk. Top model drivers: dissolved_oxygen, bod, ph, temperature, conductivity."
"Bhima river after confluence with Mula.Mutha at Pargaon near Vasant Bandara,Village. Pargaon,Taluka. Daund, District. Pune.",Bhima,,Pune,Aug,Non-Compliant,1.0,23.34,Low Risk,DO (3.2 < 5); BOD (13.5 > 3),High,"['dissolved_oxygen', 'bod', 'ph', 'temperature', 'conductivity']",Non-compliant because DO is 3.20 mg/L (below 5); BOD is 13.50 mg/L (above 3). Risk category: Low Risk.,"Station Bhima river after confluence with Mula.Mutha at Pargaon near Vasant Bandara,Village. Pargaon,Taluka. Daund, District. Pune. is predicted Non-Compliant. Non-compliant because DO is 3.20 mg/L (below 5); BOD is 13.50 mg/L (above 3). Risk category: Low Risk. Top model drivers: dissolved_oxygen, bod, ph, temperature, conductivity."
"Bhima river at Daund near Mahadev temple,Village. Daund, Taluka. Daund, District. Pune.",Bhima,,Pune,Aug,Non-Compliant,1.0,17.26,Low Risk,DO (3.8 < 5); BOD (12.0 > 3),High,"['dissolved_oxygen', 'bod', 'ph', 'temperature', 'conductivity']",Non-compliant because DO is 3.80 mg/L (below 5); BOD is 12.00 mg/L (above 3). Risk category: Low Risk.,"Station Bhima river at Daund near Mahadev temple,Village. Daund, Taluka. Daund, District. Pune. is predicted Non-Compliant. Non-compliant because DO is 3.80 mg/L (below 5); BOD is 12.00 mg/L (above 3). Risk category: Low Risk. Top model drivers: dissolved_oxygen, bod, ph, temperature, conductivity."
"Mutha river at Khadakvasla Dam, Village. Khadakvasla,Taluka. Haweli, District. Pune.",Mutha,,Pune,Aug,Non-Compliant,1.0,0.34,Low Risk,BOD (3.4 > 3),High,"['bod', 'dissolved_oxygen', 'ph', 'temperature', 'conductivity']",Non-compliant because BOD is 3.40 mg/L (above 3). Risk category: Low Risk.,"Station Mutha river at Khadakvasla Dam, Village. Khadakvasla,Taluka. Haweli, District. Pune. is predicted Non-Compliant. Non-compliant because BOD is 3.40 mg/L (above 3). Risk category: Low Risk. Top model drivers: bod, dissolved_oxygen, ph, temperature, conductivity."
"Indrayani river at D/s of Alandigaon, Village. Alandigaon, Taluka. Haweli, District. Pune.",Indrayani,,Pune,Aug,Non-Compliant,1.0,2.72,Low Risk,BOD (6.2 > 3),High,"['bod', 'dissolved_oxygen', 'ph', 'temperature', 'conductivity']",Non-compliant because BOD is 6.20 mg/L (above 3). Risk category: Low Risk.,"Station Indrayani river at D/s of Alandigaon, Village. Alandigaon, Taluka. Haweli, District. Pune. is predicted Non-Compliant. Non-compliant because BOD is 6.20 mg/L (above 3). Risk category: Low Risk. Top model drivers: bod, dissolved_oxygen, ph, temperature, conductivity."
"Bhima river at Koregaon near Koregaon bridge, Village. Koregaon,Taluka. Shirur, District. Pune.",Bhima,,Pune,Aug,Non-Compliant,1.0,1.02,Low Risk,BOD (4.2 > 3),High,"['bod', 'dissolved_oxygen', 'ph', 'temperature', 'conductivity']",Non-compliant because BOD is 4.20 mg/L (above 3). Risk category: Low Risk.,"Station Bhima river at Koregaon near Koregaon bridge, Village. Koregaon,Taluka. Shirur, District. Pune. is predicted Non-Compliant. Non-compliant because BOD is 4.20 mg/L (above 3). Risk category: Low Risk. Top model drivers: bod, dissolved_oxygen, ph, temperature, conductivity."
"Ghod river at Shirur, Village. Shirur,Taluka. Shirur,District. Pune.",Ghod,,Pune,Aug,Non-Compliant,1.0,0.51,Low Risk,BOD (3.6 > 3),High,"['bod', 'dissolved_oxygen', 'ph', 'temperature', 'conductivity']",Non-compliant because BOD is 3.60 mg/L (above 3). Risk category: Low Risk.,"Station Ghod river at Shirur, Village. Shirur,Taluka. Shirur,District. Pune. is predicted Non-Compliant. Non-compliant because BOD is 3.60 mg/L (above 3). Risk category: Low Risk. Top model drivers: bod, dissolved_oxygen, ph, temperature, conductivity."
"Indrayani river at D/s of Moshi village. Village. Moshi,  Taluka. Haweli, District. Pune.",Indrayani,,Pune,Aug,Non-Compliant,1.0,9.34,Low Risk,DO (4.3 < 5); BOD (7.4 > 3),High,"['dissolved_oxygen', 'bod', 'ph', 'temperature', 'conductivity']",Non-compliant because DO is 4.30 mg/L (below 5); BOD is 7.40 mg/L (above 3). Risk category: Low Risk.,"Station Indrayani river at D/s of Moshi village. Village. Moshi,  Taluka. Haweli, District. Pune. is predicted Non-Compliant. Non-compliant because DO is 4.30 mg/L (below 5); BOD is 7.40 mg/L (above 3). Risk category: Low Risk. Top model drivers: dissolved_oxygen, bod, ph, temperature, conductivity."
"Indrayani river at U/s of Moshigaon,Village. Moshi, Taluka. Haweli, District. Pune.",Indrayani,,Pune,Aug,Non-Compliant,1.0,2.89,Low Risk,BOD (6.4 > 3),High,"['bod', 'dissolved_oxygen', 'ph', 'temperature', 'conductivity']",Non-compliant because BOD is 6.40 mg/L (above 3). Risk category: Low Risk.,"Station Indrayani river at U/s of Moshigaon,Village. Moshi, Taluka. Haweli, District. Pune. is predicted Non-Compliant. Non-compliant because BOD is 6.40 mg/L (above 3). Risk category: Low Risk. Top model drivers: bod, dissolved_oxygen, ph, temperature, conductivity."
"Mula.Mutha river at D/s of Theur, Village. Theur, Taluka. Haweli, District. Pune.",Mula.Mutha,,Pune,Aug,Non-Compliant,1.0,4.09,Low Risk,BOD (7.8 > 3),High,"['bod', 'dissolved_oxygen', 'ph', 'temperature', 'conductivity']",Non-compliant because BOD is 7.80 mg/L (above 3). Risk category: Low Risk.,"Station Mula.Mutha river at D/s of Theur, Village. Theur, Taluka. Haweli, District. Pune. is predicted Non-Compliant. Non-compliant because BOD is 7.80 mg/L (above 3). Risk category: Low Risk. Top model drivers: bod, dissolved_oxygen, ph, temperature, conductivity."
"Vel river at Shikrapur, Village. Shikrapur,Taluka. Shirur, District. Pune.",Vel,,Pune,Aug,Non-Compliant,1.0,1.7,Low Risk,BOD (5.0 > 3),High,"['bod', 'dissolved_oxygen', 'ph', 'temperature', 'conductivity']",Non-compliant because BOD is 5.00 mg/L (above 3). Risk category: Low Risk.,"Station Vel river at Shikrapur, Village. Shikrapur,Taluka. Shirur, District. Pune. is predicted Non-Compliant. Non-compliant because BOD is 5.00 mg/L (above 3). Risk category: Low Risk. Top model drivers: bod, dissolved_oxygen, ph, temperature, conductivity."
"Pawana river at Sangavigaon,  Village. Sangavigaon, Taluka. Haweli, District. Pune.",Pawana,,Pune,Aug,Non-Compliant,1.0,21.74,Low Risk,DO (3.4 < 5); BOD (13.5 > 3),High,"['dissolved_oxygen', 'bod', 'ph', 'temperature', 'conductivity']",Non-compliant because DO is 3.40 mg/L (below 5); BOD is 13.50 mg/L (above 3). Risk category: Low Risk.,"Station Pawana river at Sangavigaon,  Village. Sangavigaon, Taluka. Haweli, District. Pune. is predicted Non-Compliant. Non-compliant because DO is 3.40 mg/L (below 5); BOD is 13.50 mg/L (above 3). Risk category: Low Risk. Top model drivers: dissolved_oxygen, bod, ph, temperature, conductivity."
"Pawana river at Kasarwadi, Village. Kasarwadi, Taluka. Haweli, District. Pune.",Pawana,,Pune,Aug,Non-Compliant,1.0,24.61,Low Risk,DO (3.2 < 5); BOD (15.0 > 3),High,"['dissolved_oxygen', 'bod', 'ph', 'temperature', 'conductivity']",Non-compliant because DO is 3.20 mg/L (below 5); BOD is 15.00 mg/L (above 3). Risk category: Low Risk.,"Station Pawana river at Kasarwadi, Village. Kasarwadi, Taluka. Haweli, District. Pune. is predicted Non-Compliant. Non-compliant because DO is 3.20 mg/L (below 5); BOD is 15.00 mg/L (above 3). Risk category: Low Risk. Top model drivers: dissolved_oxygen, bod, ph, temperature, conductivity."
"Pawana river at  Dapodi bridge, at Pawana. Mulla Sangam,  Village. Dapodi, Taluka. Haweli, District. Pune.",Pawana,,Pune,Aug,Non-Compliant,1.0,14.33,Low Risk,DO (3.9 < 5); BOD (9.5 > 3),High,"['dissolved_oxygen', 'bod', 'ph', 'temperature', 'conductivity']",Non-compliant because DO is 3.90 mg/L (below 5); BOD is 9.50 mg/L (above 3). Risk category: Low Risk.,"Station Pawana river at  Dapodi bridge, at Pawana. Mulla Sangam,  Village. Dapodi, Taluka. Haweli, District. Pune. is predicted Non-Compliant. Non-compliant because DO is 3.90 mg/L (below 5); BOD is 9.50 mg/L (above 3). Risk category: Low Risk. Top model drivers: dissolved_oxygen, bod, ph, temperature, conductivity."
"Pawana river at Ravet Weir, Village. Ravet, Taluka. Haweli, District. Pune.",Pawana,,Pune,Aug,Non-Compliant,1.0,5.97,Low Risk,DO (4.7 < 5); BOD (7.2 > 3),High,"['dissolved_oxygen', 'bod', 'ph', 'temperature', 'conductivity']",Non-compliant because DO is 4.70 mg/L (below 5); BOD is 7.20 mg/L (above 3). Risk category: Low Risk.,"Station Pawana river at Ravet Weir, Village. Ravet, Taluka. Haweli, District. Pune. is predicted Non-Compliant. Non-compliant because DO is 4.70 mg/L (below 5); BOD is 7.20 mg/L (above 3). Risk category: Low Risk. Top model drivers: dissolved_oxygen, bod, ph, temperature, conductivity."
"Pawana river at Chinchwadgaon, Village. Chinchwadgaon,Taluka. Haweli,District. Pune.",Pawana,,Pune,Aug,Non-Compliant,1.0,11.97,Low Risk,DO (4.1 < 5); BOD (8.6 > 3),High,"['dissolved_oxygen', 'bod', 'ph', 'temperature', 'conductivity']",Non-compliant because DO is 4.10 mg/L (below 5); BOD is 8.60 mg/L (above 3). Risk category: Low Risk.,"Station Pawana river at Chinchwadgaon, Village. Chinchwadgaon,Taluka. Haweli,District. Pune. is predicted Non-Compliant. Non-compliant because DO is 4.10 mg/L (below 5); BOD is 8.60 mg/L (above 3). Risk category: Low Risk. Top model drivers: dissolved_oxygen, bod, ph, temperature, conductivity."
"Pawana river at Pimprigaon, Village. Pimprigaon, Taluka. Haweli, District. Pune.",Pawana,,Pune,Aug,Non-Compliant,1.0,20.09,Low Risk,DO (3.5 < 5); BOD (12.5 > 3),High,"['dissolved_oxygen', 'bod', 'ph', 'temperature', 'conductivity']",Non-compliant because DO is 3.50 mg/L (below 5); BOD is 12.50 mg/L (above 3). Risk category: Low Risk.,"Station Pawana river at Pimprigaon, Village. Pimprigaon, Taluka. Haweli, District. Pune. is predicted Non-Compliant. Non-compliant because DO is 3.50 mg/L (below 5); BOD is 12.50 mg/L (above 3). Risk category: Low Risk. Top model drivers: dissolved_oxygen, bod, ph, temperature, conductivity."
"Venna river at Varye, Village . Varye,Taluka. Satara, District. Satara.",Venna,,Satara,Aug,Non-Compliant,1.0,1.87,Low Risk,BOD (5.2 > 3),High,"['bod', 'dissolved_oxygen', 'ph', 'temperature', 'conductivity']",Non-compliant because BOD is 5.20 mg/L (above 3). Risk category: Low Risk.,"Station Venna river at Varye, Village . Varye,Taluka. Satara, District. Satara. is predicted Non-Compliant. Non-compliant because BOD is 5.20 mg/L (above 3). Risk category: Low Risk. Top model drivers: bod, dissolved_oxygen, ph, temperature, conductivity."
"Krishna river at Kshetra Mahuli, Village. Kshetra.Mahuli,Taluka. Mahuli, District. Satara.",Krishna,,Satara,Aug,Non-Compliant,1.0,1.02,Low Risk,BOD (4.2 > 3),High,"['bod', 'dissolved_oxygen', 'ph', 'temperature', 'conductivity']",Non-compliant because BOD is 4.20 mg/L (above 3). Risk category: Low Risk.,"Station Krishna river at Kshetra Mahuli, Village. Kshetra.Mahuli,Taluka. Mahuli, District. Satara. is predicted Non-Compliant. Non-compliant because BOD is 4.20 mg/L (above 3). Risk category: Low Risk. Top model drivers: bod, dissolved_oxygen, ph, temperature, conductivity."
"Krishna river at Krishna. Venna Sangam Mahuli , Village. Mahuli,Taluka. Mahuli, District. Satara.",Krishna,,Satara,Aug,Non-Compliant,1.0,0.85,Low Risk,BOD (4.0 > 3),High,"['bod', 'dissolved_oxygen', 'ph', 'temperature', 'conductivity']",Non-compliant because BOD is 4.00 mg/L (above 3). Risk category: Low Risk.,"Station Krishna river at Krishna. Venna Sangam Mahuli , Village. Mahuli,Taluka. Mahuli, District. Satara. is predicted Non-Compliant. Non-compliant because BOD is 4.00 mg/L (above 3). Risk category: Low Risk. Top model drivers: bod, dissolved_oxygen, ph, temperature, conductivity."
"Koyna River at Karad, Village. Karad,Taluka. Karad, District. Satara.",Koyna,,Satara,Aug,Non-Compliant,1.0,1.36,Low Risk,BOD (4.6 > 3),High,"['bod', 'dissolved_oxygen', 'ph', 'temperature', 'conductivity']",Non-compliant because BOD is 4.60 mg/L (above 3). Risk category: Low Risk.,"Station Koyna River at Karad, Village. Karad,Taluka. Karad, District. Satara. is predicted Non-Compliant. Non-compliant because BOD is 4.60 mg/L (above 3). Risk category: Low Risk. Top model drivers: bod, dissolved_oxygen, ph, temperature, conductivity."
"Krishna river at Wai, Village. Wai,Taluka. Wai,District. Satara.",Krishna,,Satara,Aug,Non-Compliant,1.0,3.57,Low Risk,BOD (7.2 > 3),High,"['bod', 'dissolved_oxygen', 'ph', 'temperature', 'conductivity']",Non-compliant because BOD is 7.20 mg/L (above 3). Risk category: Low Risk.,"Station Krishna river at Wai, Village. Wai,Taluka. Wai,District. Satara. is predicted Non-Compliant. Non-compliant because BOD is 7.20 mg/L (above 3). Risk category: Low Risk. Top model drivers: bod, dissolved_oxygen, ph, temperature, conductivity."
"Nira river at Sangavi, Village. Sangavi, Taluka. Phaltan, District. Satara.",Nira,,Satara,Aug,Non-Compliant,1.0,0.85,Low Risk,BOD (4.0 > 3),High,"['bod', 'dissolved_oxygen', 'ph', 'temperature', 'conductivity']",Non-compliant because BOD is 4.00 mg/L (above 3). Risk category: Low Risk.,"Station Nira river at Sangavi, Village. Sangavi, Taluka. Phaltan, District. Satara. is predicted Non-Compliant. Non-compliant because BOD is 4.00 mg/L (above 3). Risk category: Low Risk. Top model drivers: bod, dissolved_oxygen, ph, temperature, conductivity."
"Nira river at Shindewadi,  Village. Shirval, Taluka. Khandala, District. Satara.",Nira,,Satara,Aug,Non-Compliant,1.0,1.87,Low Risk,BOD (5.2 > 3),High,"['bod', 'dissolved_oxygen', 'ph', 'temperature', 'conductivity']",Non-compliant because BOD is 5.20 mg/L (above 3). Risk category: Low Risk.,"Station Nira river at Shindewadi,  Village. Shirval, Taluka. Khandala, District. Satara. is predicted Non-Compliant. Non-compliant because BOD is 5.20 mg/L (above 3). Risk category: Low Risk. Top model drivers: bod, dissolved_oxygen, ph, temperature, conductivity."
"Urmodi river at Nagthne, Village. Nagthane,Taluka. Satara, District. Satara.",Urmodi,,Satara,Aug,Non-Compliant,1.0,3.91,Low Risk,BOD (7.6 > 3),High,"['bod', 'dissolved_oxygen', 'ph', 'temperature', 'conductivity']",Non-compliant because BOD is 7.60 mg/L (above 3). Risk category: Low Risk.,"Station Urmodi river at Nagthne, Village. Nagthane,Taluka. Satara, District. Satara. is predicted Non-Compliant. Non-compliant because BOD is 7.60 mg/L (above 3). Risk category: Low Risk. Top model drivers: bod, dissolved_oxygen, ph, temperature, conductivity."
"Venna river at  Mahabaleshwar, Village. Mahabaleshwar, Taluka. Mahabaleshwar, District. Satara.",Venna,,Satara,Aug,Non-Compliant,1.0,0.68,Low Risk,BOD (3.8 > 3),High,"['bod', 'dissolved_oxygen', 'ph', 'temperature', 'conductivity']",Non-compliant because BOD is 3.80 mg/L (above 3). Risk category: Low Risk.,"Station Venna river at  Mahabaleshwar, Village. Mahabaleshwar, Taluka. Mahabaleshwar, District. Satara. is predicted Non-Compliant. Non-compliant because BOD is 3.80 mg/L (above 3). Risk category: Low Risk. Top model drivers: bod, dissolved_oxygen, ph, temperature, conductivity."
"Venna river at Mahuli, Village. Mahuli, Taluka. Mahuli, District. Satara.",Venna,,Satara,Aug,Non-Compliant,1.0,0.51,Low Risk,BOD (3.6 > 3),High,"['bod', 'dissolved_oxygen', 'ph', 'temperature', 'conductivity']",Non-compliant because BOD is 3.60 mg/L (above 3). Risk category: Low Risk.,"Station Venna river at Mahuli, Village. Mahuli, Taluka. Mahuli, District. Satara. is predicted Non-Compliant. Non-compliant because BOD is 3.60 mg/L (above 3). Risk category: Low Risk. Top model drivers: bod, dissolved_oxygen, ph, temperature, conductivity."
"Bhima river at Takli near Karnataka border, Village. Takali, Taluka. South Solapur,  District. Solapur.",Bhima,,Solapur,Aug,Non-Compliant,1.0,4.43,Low Risk,BOD (8.2 > 3),High,"['bod', 'dissolved_oxygen', 'ph', 'temperature', 'conductivity']",Non-compliant because BOD is 8.20 mg/L (above 3). Risk category: Low Risk.,"Station Bhima river at Takli near Karnataka border, Village. Takali, Taluka. South Solapur,  District. Solapur. is predicted Non-Compliant. Non-compliant because BOD is 8.20 mg/L (above 3). Risk category: Low Risk. Top model drivers: bod, dissolved_oxygen, ph, temperature, conductivity."
"Bhima river at Narsingpur  near Sangam bridge after confluence with Nira, Village. Narsingpur, Taluka.Malshiros, District. Solapur.",Bhima,,Solapur,Aug,Non-Compliant,1.0,3.57,Low Risk,BOD (7.2 > 3),High,"['bod', 'dissolved_oxygen', 'ph', 'temperature', 'conductivity']",Non-compliant because BOD is 7.20 mg/L (above 3). Risk category: Low Risk.,"Station Bhima river at Narsingpur  near Sangam bridge after confluence with Nira, Village. Narsingpur, Taluka.Malshiros, District. Solapur. is predicted Non-Compliant. Non-compliant because BOD is 7.20 mg/L (above 3). Risk category: Low Risk. Top model drivers: bod, dissolved_oxygen, ph, temperature, conductivity."
"Chandrabhaga river at U/s of Pandharpur town, Village. Gursale,Taluka. Pandharpur, District. Solapur.",Chandrabhaga,,Solapur,Aug,Non-Compliant,1.0,3.91,Low Risk,BOD (7.6 > 3),High,"['bod', 'dissolved_oxygen', 'ph', 'temperature', 'conductivity']",Non-compliant because BOD is 7.60 mg/L (above 3). Risk category: Low Risk.,"Station Chandrabhaga river at U/s of Pandharpur town, Village. Gursale,Taluka. Pandharpur, District. Solapur. is predicted Non-Compliant. Non-compliant because BOD is 7.60 mg/L (above 3). Risk category: Low Risk. Top model drivers: bod, dissolved_oxygen, ph, temperature, conductivity."
"Chandrabhaga river at D/s of Pandharpur town rear Vishnupant Mandir, Village. Gopalpur,Taluka. Pandharpur,District. Solapur.",Chandrabhaga,,Solapur,Aug,Non-Compliant,1.0,7.17,Low Risk,DO (4.7 < 5); BOD (8.6 > 3),High,"['dissolved_oxygen', 'bod', 'ph', 'temperature', 'conductivity']",Non-compliant because DO is 4.70 mg/L (below 5); BOD is 8.60 mg/L (above 3). Risk category: Low Risk.,"Station Chandrabhaga river at D/s of Pandharpur town rear Vishnupant Mandir, Village. Gopalpur,Taluka. Pandharpur,District. Solapur. is predicted Non-Compliant. Non-compliant because DO is 4.70 mg/L (below 5); BOD is 8.60 mg/L (above 3). Risk category: Low Risk. Top model drivers: dissolved_oxygen, bod, ph, temperature, conductivity."
"Sina river near Laboti toll naka, Village. Laboti,Taluka. Mohal, District. Solapur.",Sina,,Solapur,Aug,Non-Compliant,1.0,5.4,Low Risk,DO (4.9 < 5); BOD (8.4 > 3),High,"['dissolved_oxygen', 'bod', 'ph', 'temperature', 'conductivity']",Non-compliant because DO is 4.90 mg/L (below 5); BOD is 8.40 mg/L (above 3). Risk category: Low Risk.,"Station Sina river near Laboti toll naka, Village. Laboti,Taluka. Mohal, District. Solapur. is predicted Non-Compliant. Non-compliant because DO is 4.90 mg/L (below 5); BOD is 8.40 mg/L (above 3). Risk category: Low Risk. Top model drivers: dissolved_oxygen, bod, ph, temperature, conductivity."
"Nalla at D/s of Aklai Mandir, Village. Aklai, Taluka. Malshiras, District. Solapur.",Nala,,Solapur,Aug,Non-Compliant,1.0,2.04,Low Risk,BOD (5.4 > 3),High,"['bod', 'dissolved_oxygen', 'ph', 'temperature', 'conductivity']",Non-compliant because BOD is 5.40 mg/L (above 3). Risk category: Low Risk.,"Station Nalla at D/s of Aklai Mandir, Village. Aklai, Taluka. Malshiras, District. Solapur. is predicted Non-Compliant. Non-compliant because BOD is 5.40 mg/L (above 3). Risk category: Low Risk. Top model drivers: bod, dissolved_oxygen, ph, temperature, conductivity."
"Ujani dam pumping station, Dist- Solapur ",Ujani,,Solapur,Aug,Non-Compliant,1.0,0.85,Low Risk,BOD (4.0 > 3),High,"['bod', 'dissolved_oxygen', 'ph', 'temperature', 'conductivity']",Non-compliant because BOD is 4.00 mg/L (above 3). Risk category: Low Risk.,"Station Ujani dam pumping station, Dist- Solapur  is predicted Non-Compliant. Non-compliant because BOD is 4.00 mg/L (above 3). Risk category: Low Risk. Top model drivers: bod, dissolved_oxygen, ph, temperature, conductivity."
